b0x, b0y, b0vx, b0vy,b1x, b1y, b1vx, b1vy,b2x, b2y, b2vx, b2vy
0.15044445,3.6672778,-0.28715214,-1.0474452,6.163105,0.90384185,0.12027122,0.2973765,-2.719166,1.5699188,0.61128086,0.05651677
0.14803872,3.657037,-0.28686258,-1.0479884,6.1642294,0.90684485,0.11847293,0.2948317,-2.7130198,1.5710429,0.6124395,0.05983782
0.14563449,3.64679,-0.2865645,-1.0485286,6.1653404,0.9098212,0.11667683,0.29223895,-2.7068691,1.5721997,0.6135828,0.06319947
0.1432318,3.636537,-0.286258,-1.0490654,6.1664386,0.9127704,0.11488387,0.28959826,-2.700714,1.5733896,0.61470985,0.06660147
0.14083055,3.626278,-0.28594396,-1.0495993,6.167524,0.9156916,0.113096915,0.28690985,-2.6945548,1.5746127,0.6158191,0.07004471
0.13843128,3.6160126,-0.2856231,-1.0501393,6.1685963,0.918584,0.11131508,0.2841771,-2.6883903,1.575869,0.6169123,0.073534176
0.13603404,3.605741,-0.28529537,-1.0506853,6.169656,0.92144704,0.109538935,0.2814001,-2.6822207,1.5771589,0.6179888,0.07706969
0.13363886,3.595464,-0.28495765,-1.0512267,6.170702,0.9242819,0.10776473,0.2785733,-2.676046,1.5784824,0.6190493,0.08064693
0.13124579,3.585182,-0.28460875,-1.0517592,6.171735,0.9270887,0.10599138,0.27569446,-2.6698658,1.5798395,0.62009364,0.08426401
0.12885493,3.574895,-0.2842487,-1.0522827,6.1727543,0.92986685,0.10421952,0.27276358,-2.6636808,1.5812305,0.6211212,0.087920666
0.12646638,3.5646029,-0.28387785,-1.0527971,6.1737604,0.9326158,0.10245028,0.2697819,-2.657491,1.582656,0.62213117,0.09161556
0.12408086,3.5543065,-0.28350845,-1.0533087,6.1747537,0.93533456,0.100692764,0.26676562,-2.651296,1.5841162,0.62312704,0.09533843
0.12169832,3.5440059,-0.28314042,-1.0538175,6.1757345,0.9380228,0.09894751,0.26371503,-2.6450958,1.5856113,0.6241082,0.099088944
0.119318716,3.5337012,-0.2827737,-1.0543233,6.176703,0.94068015,0.09721507,0.26063037,-2.638891,1.5871418,0.625074,0.102866784
0.116942,3.5233922,-0.28240824,-1.054826,6.177659,0.9433063,0.09549599,0.25751185,-2.6326814,1.5887077,0.6260239,0.10667161
0.11456799,3.51308,-0.28204814,-1.0553257,6.1786036,0.9459007,0.09379419,0.2543658,-2.6264675,1.5903084,0.6269583,0.11049698
0.1121966,3.502765,-0.28169775,-1.0558172,6.1795387,0.94846386,0.09212022,0.25120205,-2.620248,1.5919418,0.62787104,0.114326894
0.10982772,3.4924476,-0.281357,-1.0563004,6.180464,0.9509957,0.09047465,0.24802104,-2.6140234,1.5936079,0.6287615,0.1181608
0.10746131,3.482128,-0.28102428,-1.0567783,6.18138,0.95349604,0.088855825,0.24482451,-2.6077938,1.5953068,0.62962973,0.12200038
0.105097584,3.4718058,-0.2806929,-1.0572653,6.1822863,0.9559651,0.08725568,0.24161792,-2.601559,1.5970387,0.6304776,0.12585528
0.10273631,3.4614813,-0.28035763,-1.0577711,6.1831837,0.9584031,0.085674316,0.23840152,-2.5953188,1.5988041,0.6312993,0.12973522
0.10037749,3.4511542,-0.28001833,-1.0582958,6.184072,0.96080995,0.0841121,0.23517574,-2.589074,1.6006031,0.63209444,0.13363984
0.09802114,3.4408245,-0.2796749,-1.0588396,6.184952,0.96318555,0.0825694,0.23194103,-2.5828242,1.6024358,0.6328625,0.13756879
0.095667265,3.430492,-0.27932724,-1.0594022,6.185823,0.96552986,0.081046574,0.22869779,-2.57657,1.6043026,0.633603,0.14152168
0.09331586,3.4201562,-0.2789753,-1.0599838,6.186686,0.96784276,0.07954399,0.22544648,-2.5703118,1.6062037,0.63431543,0.14549813
0.09096695,3.4098172,-0.278619,-1.0605845,6.187541,0.9701242,0.07806202,0.22218752,-2.5640497,1.6081392,0.6349994,0.14949776
0.08862053,3.3994749,-0.2782582,-1.0612043,6.1883883,0.9723741,0.07660101,0.21892135,-2.557784,1.6101092,0.6356544,0.15352018
0.08627661,3.389129,-0.2778929,-1.0618433,6.189228,0.9745924,0.07516132,0.21564841,-2.551515,1.6121142,0.63628,0.15756501
0.08393521,3.3787794,-0.27752292,-1.0625013,6.19006,0.976779,0.07374332,0.21236916,-2.545243,1.6141542,0.63687575,0.16163184
0.08159632,3.3684258,-0.27714825,-1.0631784,6.190885,0.9789339,0.07234735,0.20908403,-2.5389683,1.6162295,0.63744116,0.16572025
0.07925997,3.3580682,-0.27676877,-1.0638747,6.1917033,0.981057,0.07097377,0.20579349,-2.5326912,1.6183403,0.6379758,0.16982986
0.076926164,3.3477063,-0.27638444,-1.0645902,6.192515,0.9831483,0.06962294,0.20249796,-2.526412,1.6204866,0.6384793,0.17396025
0.074595325,3.3373396,-0.27599367,-1.0653219,6.1933208,0.9852073,0.06829892,0.19920325,-2.5201313,1.6226697,0.63894606,0.17810276
0.07226788,3.3269675,-0.275595,-1.0660669,6.1941214,0.9872338,0.06700567,0.19591504,-2.5138502,1.6248904,0.6393708,0.18224889
0.06994388,3.3165896,-0.27518868,-1.0668252,6.194917,0.98922783,0.065743685,0.19263367,-2.5075693,1.6271489,0.63975334,0.18639837
0.06762339,3.3062055,-0.27477708,-1.0675977,6.195709,0.99118984,0.06451473,0.18935813,-2.5012891,1.629445,0.64009506,0.19055337
0.065306425,3.295815,-0.27436015,-1.0683845,6.196498,0.9931199,0.06331912,0.186089,-2.4950101,1.6317788,0.6403955,0.19471322
0.062993,3.2854183,-0.2739378,-1.0691854,6.1972833,0.99501806,0.062157188,0.18282683,-2.4887326,1.6341505,0.6406544,0.19887729
0.06068361,3.2750149,-0.27351466,-1.0699992,6.1980658,0.99688435,0.06103005,0.17956892,-2.4824564,1.6365597,0.64087516,0.20304744
0.058378503,3.2646048,-0.27309442,-1.070827,6.1988454,0.99871886,0.05993575,0.17631431,-2.4761817,1.6390063,0.64106333,0.2072258
